"Year - Month","Event","DataCards","Deaths","Injured","Missing","Houses Destroyed","Houses Damaged","Directly affected","Indirectly Affected","Relocated","Evacuated"
"2005/09","RIVER BANK COLLAPSE",1,0,0,0,0,0,22,0,0,0
"2005/09","STORM",6,5,0,0,233,29,656,0,0,0
"2005/10","DROUGHT",3,0,0,0,0,0,18146,0,0,0
"2005/10","FIRE",1,0,0,0,13,0,0,0,0,0
"2005/10","FLOOD",1,0,0,0,0,0,979,0,0,0
"2005/10","RIVER BANK COLLAPSE",3,0,0,0,0,5,228,0,5,0
"2005/10","STORM",2,0,0,0,13,74,23,0,0,0
"2005/11","DROUGHT",21,0,0,0,0,0,262918,0,0,0
"2005/11","FIRE",1,0,0,0,1,0,0,0,0,0
"2005/11","STORM",1,0,0,0,2,0,0,0,0,0
"2005/12","DROUGHT",9,0,0,0,0,0,7200,0,0,0
"2005/12","FIRE",2,0,0,0,2,0,74,0,0,0
"2006/01","FIRE",11,0,0,0,9,0,350,0,0,0
"2006/01","RIVER BANK COLLAPSE",1,0,0,0,0,0,124,0,0,0
"2006/01","STORM",4,0,0,0,1,0,111,0,0,0
"2006/02","FIRE",4,0,0,0,5,0,30,0,0,0
"2006/03","EPIDEMIC",2,2,0,0,0,0,0,0,0,0
"2006/03","FIRE",5,0,0,0,5,0,19,0,0,0
"2006/03","STORM",2,0,0,0,0,0,95,0,0,0
"2006/04","FIRE",2,0,0,0,1,0,530,0,0,0
"2006/04","RIVER BANK COLLAPSE",1,0,0,0,0,0,63,0,0,0
"2006/04","STORM",5,0,0,0,8,0,151,0,0,0
"2006/05","DROUGHT",1,0,0,0,0,0,0,0,0,0
"2006/05","FIRE",3,0,0,0,13,0,13,0,0,0
"2006/05","LIGHTNING",1,6,0,0,0,0,0,0,0,0
"2006/05","RIVER BANK COLLAPSE",1,0,0,0,0,2,11,0,0,0
"2006/05","STORM",10,0,0,0,35,0,143,0,0,0
"2006/06","DROUGHT",4,0,0,0,0,0,0,0,0,0
"2006/06","FIRE",4,0,3,0,60,0,0,0,0,0
"2006/06","FLOOD",1,0,0,0,0,0,0,0,0,0
"2006/06","LIGHTNING",1,2,0,0,0,2,9,0,0,0
"2006/06","STORM",4,0,0,0,3,0,43,0,0,0
"2006/07","DROUGHT",8,0,0,0,0,0,0,0,0,0
"2006/07","FIRE",2,0,0,0,2,0,0,0,0,0
"2006/07","FLOOD",19,0,0,0,44,0,13946,0,0,0
"2006/07","PEST OUTBREAK",5,0,0,0,0,0,0,0,0,0
"2006/07","STORM",8,0,0,0,14,0,6,0,0,0
"2006/08","DROUGHT",38,0,0,0,0,0,100592,0,0,0
"2006/08","FIRE",4,0,0,0,5,0,0,0,0,0
"2006/08","FLOOD",58,12,0,0,85,554,764864,0,0,0
"2006/08","STORM",2,4,5,0,97,180,1269,0,0,0
"2006/09","FIRE",4,0,0,0,8,0,0,0,0,0
"2006/09","FLOOD",41,3,1,0,1,270,28392,0,0,1292
"2006/09","PEST OUTBREAK",1,0,0,0,0,0,0,0,0,0
"2006/09","RIVER BANK COLLAPSE",1,0,0,0,0,0,44,0,0,0
"2006/09","STORM",6,0,0,0,39,0,0,0,0,0
"2006/10","FIRE",4,0,0,0,4,0,0,0,0,0
"2006/10","FLOOD",65,0,0,0,0,0,0,0,0,0
"2006/10","RIVER BANK COLLAPSE",1,0,0,0,0,0,67,0,0,0
"2006/10","STORM",1,0,0,0,1,0,0,0,0,0
"2006/11","DROUGHT",8,0,0,0,0,0,0,0,0,0
"2006/11","FIRE",2,0,0,0,2,0,0,0,0,0
"2006/11","FLOOD",3,0,0,0,0,0,0,0,0,0
"2006/11","STORM",1,0,0,0,10,120,624,0,0,0
"2006/12","DROUGHT",5,0,0,0,0,0,0,0,0,0
"2006/12","FIRE",6,0,0,0,7,0,60,0,0,0
"2006/12","FLOOD",7,0,0,0,0,0,0,0,0,0
"2006/12","PEST OUTBREAK",2,0,0,0,0,0,0,0,0,0
"2007/01","FIRE",9,0,0,0,8,0,137,0,0,0
"2007/02","FIRE",29,1,2,0,215,2,701,0,0,0
"2007/03","DROUGHT",6,0,0,0,0,0,0,0,0,0
"2007/03","FIRE",7,0,0,0,16,0,246,0,0,0
"2007/03","LIGHTNING",3,4,4,0,0,0,0,0,0,0
"2007/03","STORM",7,0,0,0,125,359,2353,0,0,0
"2007/04","EPIDEMIC",1,1,0,0,0,0,0,0,0,0
"2007/04","FIRE",6,0,0,0,31,0,210,0,0,0
"2007/04","LIGHTNING",1,1,0,0,0,0,0,0,0,0
"2007/04","STORM",14,0,0,0,191,151,1014,0,0,0
"2007/05","DROUGHT",1,0,0,0,0,0,0,0,0,0
"2007/05","FIRE",1,0,0,0,2,0,0,0,0,0
"2007/05","FLOOD",6,0,0,0,0,0,0,0,0,0
"2007/05","LIGHTNING",4,11,1,0,0,0,0,0,0,0
"2007/05","STORM",7,0,0,0,14,26,111,0,0,0
"2007/06","DROUGHT",3,0,0,0,0,0,0,0,0,0
"2007/06","FIRE",3,0,0,0,2,0,26,0,0,0
"2007/06","LIGHTNING",3,2,3,0,0,0,0,0,0,0
"2007/06","STORM",10,0,2,0,68,67,488,0,0,0
"2007/07","DROUGHT",31,0,0,0,0,0,0,0,0,0
"2007/07","FIRE",2,0,0,0,8,0,37,0,0,0
"2007/07","FLOOD",1,0,0,0,0,0,305,0,0,0
"2007/07","LIGHTNING",7,5,0,0,1,0,4,0,0,0
"2007/07","PEST OUTBREAK",8,0,0,0,0,0,0,0,0,0
"2007/07","RIVER BANK COLLAPSE",1,0,0,0,0,0,0,0,9,0
"2007/07","STORM",21,0,0,0,198,141,1681,0,0,0
"2007/08","DROUGHT",3,0,0,0,0,0,0,0,0,0
"2007/08","FLOOD",49,2,2,0,26,116,44803,0,0,0
"2007/08","PEST OUTBREAK",4,0,0,0,0,0,0,0,0,0
"2007/08","RIVER BANK COLLAPSE",2,0,1,0,62,0,0,0,18,0
"2007/08","STORM",9,0,1,0,38,59,389,0,0,0
"2007/09","DROUGHT",4,0,0,0,0,0,0,0,0,0
"2007/09","FIRE",1,0,0,0,1,0,0,0,0,0
"2007/09","FLOOD",66,0,0,0,18,112,24126,0,0,0
"2007/09","LIGHTNING",5,5,5,0,0,0,0,0,0,0
"2007/09","PEST OUTBREAK",11,0,0,0,0,0,2378,0,0,0
"2007/09","RIVER BANK COLLAPSE",1,0,0,0,1,0,4,0,22,0
"2007/09","STORM",1,0,0,0,1,0,0,0,0,0
"2007/10","DROUGHT",1,0,0,0,0,0,0,0,0,0
"2007/10","FIRE",5,0,0,0,7,0,0,0,0,0
"2007/10","FLOOD",13,0,0,0,0,106,5922,0,364,0
"2007/10","LIGHTNING",1,1,0,0,0,0,0,0,0,0
"2007/11","FIRE",3,0,0,0,3,0,58,0,0,0
"2007/11","STORM",1,0,0,0,0,0,132,0,0,0
"2007/12","FIRE",6,0,0,0,4,0,33,0,0,0
"2007/12","STORM",1,0,0,0,0,0,70,0,0,0
"2008/01","DROUGHT",1,0,0,0,0,0,1188,0,0,0
"2008/01","FIRE",14,0,0,0,72,45,356,0,0,0
"2008/01","STORM",3,0,0,0,15,0,63,0,0,0
"2008/02","FIRE",15,0,0,0,104,0,392,0,0,0
"2008/03","FIRE",9,0,0,0,52,0,245,0,0,0
"2008/03","LIGHTNING",2,2,0,0,0,0,0,0,0,0
"2008/03","STORM",9,0,7,0,413,168,1611,0,0,0
"2008/04","FIRE",11,0,0,0,135,0,525,0,0,0
"2008/04","LIGHTNING",9,31,3,0,1,0,4,0,0,0
"2008/04","STORM",17,0,1,0,262,480,17305,0,0,0
"2008/05","FIRE",3,0,0,0,7,0,13,0,0,0
"2008/05","LIGHTNING",5,8,8,0,0,0,0,0,0,0
"2008/05","RIVER BANK COLLAPSE",1,0,0,0,0,4,0,0,0,0
"2008/05","STORM",5,0,0,0,296,0,1222,0,0,0
"2008/06","DROUGHT",3,0,0,0,0,0,0,0,0,0
"2008/06","LIGHTNING",1,2,0,0,0,0,0,0,0,0
"2008/06","PEST OUTBREAK",9,0,0,0,0,0,0,0,0,0
"2008/06","STORM",4,0,0,0,42,41,139,0,0,0
"2008/07","DROUGHT",44,0,0,0,0,0,30518,0,0,0
"2008/07","FIRE",5,0,0,0,7,0,13,0,0,0
"2008/07","FLOOD",1,0,0,0,0,0,0,0,0,0
"2008/07","PEST OUTBREAK",1,0,0,0,0,0,0,0,0,0
"2008/07","STORM",5,0,0,0,84,660,360,0,0,0
