Year - Month,Event, DataCards, Deaths, Injured, Missing, Houses Destroyed, Houses Damaged, Directly affected, Indirectly Affected, Relocated, Evacuated
Sep-04,FIRE,1,0,0,0,0,9,36,0,0,0
Sep-04,FLOOD,2,0,0,0,0,536,3636,0,0,0
Nov-04,FIRE,9,0,0,0,34,24,209,0,0,0
Dec-04,CYCLONE,2,2,0,0,0,0,0,0,0,0
Dec-04,FIRE,4,0,0,0,24,85,669,0,0,0
2005/00,FLOOD,2,0,0,0,0,0,0,0,0,0
Jan-05,FIRE,84,6,0,0,124,21,360,0,0,0
Feb-05,FIRE,130,6,8,0,703,391,4974,0,0,0
Feb-05,FOREST FIRE,2,0,0,0,12,0,62,0,0,0
Mar-05,FIRE,157,0,6,0,1432,396,7079,0,0,0
Mar-05,FOREST FIRE,2,0,0,0,164,0,650,0,0,0
Apr-05,FIRE,105,0,2,0,540,44,2829,0,0,0
Apr-05,FOREST FIRE,2,0,0,0,46,0,236,0,0,0
Apr-05,STORM,2,0,0,0,0,0,0,0,0,0
Apr-05,URBAN FIRE,2,0,0,0,4,0,40,0,0,0
May-05,FIRE,50,11,157,0,689,40,1428,0,0,0
May-05,STORM,4,0,0,0,0,122,122,0,0,0
Jun-05,FIRE,18,0,0,0,197,67,1260,0,0,0
Jul-05,FIRE,17,0,0,0,94,0,28,0,0,0
Jul-05,FLOOD,6,0,0,0,0,1148,0,0,0,5796
Aug-05,FIRE,29,0,0,0,33,10,142,0,0,0
Aug-05,FLOOD,1,0,0,0,0,74,0,0,0,0
Aug-05,STORM,3,0,0,0,0,89,435,0,0,0
Sep-05,FIRE,17,0,0,0,4,0,86,0,0,0
Oct-05,FIRE,24,0,0,0,7,0,31,0,0,0
Nov-05,FIRE,28,0,7,0,3154,0,13585,0,0,0
Nov-05,INDUSTRIAL FIRE,1,0,0,0,0,0,0,0,0,0
Dec-05,FIRE,31,0,0,0,457,19,759,0,0,0
2006/00,RIVER FLOOD,2,0,0,0,0,0,0,0,0,0
2006/00,STORM,2,0,0,0,0,0,0,0,0,0
Jan-06,FIRE,45,0,6,1,466,178,4353,0,0,0
Feb-06,FIRE,64,0,0,0,299,46,1879,0,0,0
Mar-06,FIRE,87,0,7,0,612,106,3222,0,0,0
Mar-06,FOREST FIRE,2,0,0,0,8,0,0,0,0,0
Mar-06,INDUSTRIAL FIRE,2,0,0,0,0,0,0,0,0,0
Apr-06,FIRE,59,0,0,0,136,34,761,0,0,0
Apr-06,STORM,4,0,0,0,0,0,0,0,0,8622
May-06,FIRE,34,0,0,0,75,26,347,0,0,0
May-06,STORM,2,0,0,0,0,0,0,0,0,0
Jun-06,FIRE,28,0,0,0,13,0,100,0,0,0
Jun-06,FLOOD,2,0,0,0,12,0,58,0,0,0
Jun-06,URBAN FIRE,2,0,0,0,0,0,0,0,0,0
Jul-06,FIRE,25,0,0,0,25,0,45,0,0,0
Jul-06,FLOOD,7,0,0,0,0,638,3274,0,0,0
Jul-06,STORM,3,0,0,0,0,41,171,0,0,0
Aug-06,FIRE,23,0,0,0,1852,0,93,0,0,0
Aug-06,FLOOD,5,0,0,0,0,1035,5416,0,0,0
Aug-06,STORM,8,0,0,0,0,20,109,0,0,0
Sep-06,FIRE,23,0,0,0,3,102,339,0,0,0
Sep-06,FLOOD,3,0,0,0,1540,200,12432,0,0,0
Oct-06,FIRE,29,0,0,0,16,0,131,0,0,0
Oct-06,FLOOD,8,0,0,0,694,104,4784,0,0,0
Nov-06,FIRE,36,0,0,0,79,7,1310,0,0,0
Dec-06,FIRE,51,0,0,0,56,6,249,0,0,0
2007/00,FLOOD,14,0,0,0,0,0,0,0,0,0
Jan-07,FIRE,62,1,1,8,261,29,850,0,0,0
Jan-07,FOREST FIRE,2,0,0,0,0,0,0,0,0,0
Feb-07,FIRE,81,0,8,7,1371,1,3666,0,0,0
Mar-07,FIRE,136,0,0,0,2461,1,14525,0,0,0
Mar-07,FOREST FIRE,5,0,0,0,60,0,455,0,0,0
Apr-07,FIRE,94,0,0,0,675,60,10417,0,0,0
Apr-07,STORM,4,0,0,0,0,114,232,0,0,0
May-07,FIRE,41,0,1,0,103,0,73,0,0,0
Jun-07,FIRE,31,0,0,0,39,26,265,0,0,0
Jul-07,FIRE,17,0,0,0,30,0,122,0,0,0
Jul-07,FLOOD,4,0,0,0,404,0,220,0,0,0
Jul-07,RIVERBANK EROSION,2,0,0,0,24,0,0,0,130,0
Jul-07,STORM,1,0,0,0,12,0,62,0,0,0
Aug-07,FIRE,27,2,8,0,38,0,3,0,0,0
Aug-07,FLOOD,6,0,0,0,0,410,0,0,0,2518
Aug-07,STORM,31,0,0,0,12,0,69,0,0,0
