Year_Month,Event,DataCards,Deaths,Injured,Missing,Houses.Destroyed,Houses.Damaged,Directly.affected,Indirectly.Affected,Relocated,Evacuated
2001/9/1,FIRE,37,8,50,0,305,0,0,631,100,0
2001/9/1,FLOOD,12,37,0,0,0,0,0,5,21733,0
2001/9/1,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
2001/9/1,HAILSTORM,2,2,0,0,0,0,0,7,0,0
2001/9/1,Land slide,5,6,0,0,0,0,0,4145,0,0
2001/9/1,PLAGUE,90,0,0,0,0,0,0,0,0,0
2001/10/1,FIRE,1,0,0,0,0,0,0,0,0,0
2001/10/1,FLOOD,3,2,2,0,0,0,0,0,2500,0
2001/10/1,PLAGUE,2,0,0,0,0,0,0,0,0,0
2001/11/1,FIRE,1,0,1,0,6,0,0,0,0,0
2001/11/1,FLOOD,1,0,0,0,0,0,0,0,0,0
2001/11/1,PLAGUE,12,0,0,0,0,0,0,0,0,0
2001/12/1,FLOOD,3,0,0,0,0,0,0,40,0,0
2001/12/1,Land slide,1,0,0,0,2,0,0,137,0,0
2001/12/1,PLAGUE,22,0,0,0,0,0,0,0,0,0
2002/1/1,CONFLICT,1,12,0,0,0,0,0,0,0,0
2002/1/1,PLAGUE,2,0,0,0,0,0,0,0,0,0
2002/3/1,CONFLICT,3,6,5,0,1245,0,0,7000,8446,0
2002/3/1,FIRE,2,0,0,0,18,0,0,0,0,0
2002/3/1,FLOOD,1,0,0,0,0,0,0,0,0,0
2002/3/1,HAILSTORM,6,0,0,0,0,0,0,0,0,0
2002/3/1,Land slide,1,0,0,0,21,0,0,0,166,0
2002/3/1,PLAGUE,3,0,0,0,0,0,0,0,0,0
2002/3/1,WINDSTORM,1,1,0,0,7,0,0,0,0,0
2002/4/1,FIRE,3,0,0,0,93,0,0,0,0,0
2002/4/1,FLOOD,7,8,2,0,172,0,0,4625,1000,0
2002/4/1,HAILSTORM,1,1,0,0,0,0,0,0,0,0
2002/4/1,PLAGUE,1,0,0,0,0,0,0,0,0,0
2002/5/1,CONFLICT,1,15,25,0,0,0,0,0,0,0
2002/5/1,FLOOD,3,6,1,0,0,0,0,0,2500,0
2002/5/1,PLAGUE,1,0,0,0,0,0,0,0,0,0
2002/7/1,CONFLICT,1,31,0,0,0,0,0,0,1000,0
2002/7/1,FIRE,1,0,0,0,0,0,0,0,0,0
2002/7/1,PLAGUE,23,0,0,0,0,0,0,0,0,0
2002/8/1,FLOOD,1,3,0,0,0,0,0,0,0,0
2002/8/1,PLAGUE,1,0,0,0,0,0,0,0,0,0
2002/9/1,CONFLICT,2,0,0,0,0,0,0,0,75000,0
2002/9/1,DROUGHT,317,0,0,0,0,0,0,8723849,0,0
2002/9/1,FIRE,18,12,130,0,0,0,0,0,0,0
2002/9/1,FLOOD,9,5,0,0,0,0,0,13200,0,0
2002/9/1,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
2002/9/1,HAILSTORM,2,13,0,0,0,0,0,0,0,0
2002/9/1,Land slide,1,0,0,0,0,0,0,404,0,0
2002/9/1,PLAGUE,73,0,0,0,0,0,0,0,0,0
2002/9/1,RAIN,1,0,0,0,0,0,0,699,0,0
2002/9/1,STORM,1,0,0,0,0,0,0,2000,0,0
2002/10/1,FIRE,1,0,0,0,0,0,0,0,0,0
2002/10/1,PLAGUE,137,0,0,0,0,0,0,0,0,0
2002/11/1,CONFLICT,1,33,0,0,0,0,0,28000,0,0
2002/11/1,PLAGUE,5,0,0,0,0,0,0,0,0,0
2002/12/1,CONFLICT,1,0,0,0,0,0,0,10000,0,0
2002/12/1,DROUGHT,5,0,0,0,0,0,0,11216,0,0
2002/12/1,FLOOD,1,0,0,0,0,0,0,0,0,0
2002/12/1,HAILSTORM,2,0,0,0,11,0,0,0,0,0
2002/12/1,PLAGUE,30,0,0,0,0,0,0,0,0,0
2003/1/1,PLAGUE,2,0,0,0,0,0,0,0,0,0
2003/1/1,FIRE,2,0,0,0,0,0,0,0,6,0
2003/2/1,FIRE,1,0,0,0,0,0,0,0,12,0
2003/2/1,PLAGUE,33,0,0,0,0,0,0,0,0,0
2003/3/1,FIRE,1,0,0,0,12,0,0,0,0,0
2003/3/1,PLAGUE,45,0,0,0,0,0,0,0,0,0
2003/4/1,FIRE,1,0,0,0,0,0,0,0,0,0
2003/4/1,FLOOD,3,3,0,0,105,0,0,0,0,0
2003/4/1,PLAGUE,21,0,0,0,0,0,0,0,0,0
2003/5/1,CONFLICT,1,0,0,0,0,0,0,0,0,0
2003/5/1,FLOOD,3,0,0,0,0,0,0,91050,0,0
2003/5/1,PLAGUE,27,0,0,0,0,0,0,0,0,0
2003/6/1,CONFLICT,1,0,0,0,0,0,0,0,0,0
2003/6/1,Land slide,1,0,0,0,0,0,0,150,0,0
2003/6/1,PLAGUE,30,0,0,0,0,0,0,0,0,0
2003/7/1,FLOOD,4,0,0,0,0,0,0,0,0,0
2003/7/1,HAILSTORM,2,0,0,0,0,0,0,0,0,0
2003/7/1,Land slide,1,0,0,0,0,0,0,955,0,0
2003/7/1,PLAGUE,9,0,0,0,0,0,0,0,0,0
2003/8/1,CONFLICT,1,0,0,0,0,0,0,16000,0,0
2003/8/1,HAILSTORM,5,6,10,0,85,0,0,0,8983,0
2003/8/1,PLAGUE,3,0,0,0,0,0,0,0,0,0
2003/9/1,CONFLICT,11,483,274,0,2169,0,0,78658,4373,0
2003/9/1,DROUGHT,355,0,0,0,0,0,0,13463121,0,0
2003/9/1,FIRE,20,11,18,0,204,0,0,16,0,0
2003/9/1,FLOOD,12,166,0,0,985,0,0,301113,22550,0
2003/9/1,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
2003/9/1,HAILSTORM,5,11,0,0,136,0,0,10934,7481,0
2003/9/1,Land slide,2,0,0,0,0,0,0,0,0,0
2003/9/1,PLAGUE,73,0,0,0,0,0,0,0,0,0
2003/9/1,RAIN,1,8,0,0,0,0,0,3500,0,0
2003/10/1,CONFLICT,1,0,0,0,0,0,0,0,0,0
2003/10/1,FIRE,1,0,0,0,0,0,0,0,0,0
2003/10/1,Land slide,1,0,0,0,0,0,0,402,67,0
2003/10/1,PLAGUE,12,0,0,0,0,0,0,0,0,0
2003/11/1,CONFLICT,2,0,0,0,0,0,0,0,0,0
2003/11/1,FLOOD,3,0,0,0,0,0,0,120000,0,0
2003/11/1,PLAGUE,2,0,0,0,0,0,0,0,0,0
2003/12/1,CONFLICT,2,8,0,0,0,0,0,600,19000,0
2003/12/1,FIRE,2,0,0,0,0,0,0,0,0,0
2003/12/1,FLOOD,6,17,11,0,221,0,0,0,16364,0
2003/12/1,Land slide,6,17,11,0,221,0,0,0,81820,0
2003/12/1,PLAGUE,5,0,0,0,0,0,0,0,0,0
2004/1/1,CONFLICT,6,206,12,0,447,0,0,0,22000,0
2004/1/1,PLAGUE,6,0,0,0,0,0,0,0,0,0
2004/2/1,CONFLICT,4,0,0,0,0,0,0,36520,0,0
2004/2/1,FIRE,3,0,0,0,1,0,0,0,0,0
2004/2/1,PLAGUE,44,0,0,0,0,0,0,0,0,0
2004/3/1,DROUGHT,1,0,0,0,0,0,0,400,10,0
2004/3/1,FIRE,4,1,0,0,166,0,0,0,0,0
2004/3/1,FLOOD,3,0,0,0,0,0,0,0,0,0
2004/3/1,FOREST FIRE,1,0,0,0,0,0,0,0,0,0
2004/3/1,Land slide,1,0,0,0,0,0,0,0,0,0
2004/3/1,PLAGUE,32,0,0,0,0,0,0,0,0,0
2004/4/1,FLOOD,5,4,0,0,109,0,0,21847,0,0
2004/4/1,PLAGUE,23,0,0,0,0,0,0,0,0,0
2004/5/1,CONFLICT,1,0,0,0,0,0,0,0,0,0
2004/5/1,FIRE,3,1,1,0,0,0,0,0,0,0
2004/5/1,FLOOD,6,2,0,0,22,0,0,510,0,0
2004/5/1,PLAGUE,47,0,0,0,0,0,0,0,0,0
2004/6/1,CONFLICT,2,0,0,0,0,0,0,0,0,0
2004/6/1,FIRE,3,4,0,0,0,0,0,0,0,0
2004/6/1,FLOOD,14,24,15,0,89,0,0,2145,519,0
2004/6/1,PLAGUE,34,0,0,0,0,0,0,0,0,0
2004/7/1,FLOOD,3,7,0,0,0,0,0,1920,0,0
2004/7/1,HAILSTORM,2,0,0,0,0,0,0,50,4000,0
2004/7/1,PLAGUE,14,0,0,0,0,0,0,0,0,0
2004/8/1,CONFLICT,1,0,0,0,0,0,0,0,0,0
2004/8/1,FIRE,1,0,0,0,0,0,0,0,0,0
2004/8/1,FLOOD,13,13,1,0,408,0,0,7100,0,0
2004/8/1,PLAGUE,19,0,0,0,0,0,0,0,0,0
2004/9/1,CONFLICT,2,0,0,0,0,0,0,2600,0,0
2004/9/1,DROUGHT,91,0,0,0,0,0,0,2513929,0,0
2004/9/1,FIRE,21,8,18,0,0,0,0,0,0,0
2004/9/1,FLOOD,67,0,0,0,0,2,0,10225,710,0
